"goHallmarkId","goHallmark","goHallmarkTerm","goId","goTerm"
"GO:0006955","Immune response","immune response","GO:0002787","negative regulation of antibacterial peptide production"
"GO:0006955","Immune response","immune response","GO:0002788","regulation of antifungal peptide production"
"GO:0006955","Immune response","immune response","GO:0002789","negative regulation of antifungal peptide production"
"GO:0006955","Immune response","immune response","GO:0002794","regulation of antimicrobial peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002795","negative regulation of antimicrobial peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002796","positive regulation of antimicrobial peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002797","regulation of antibacterial peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002798","negative regulation of antibacterial peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002799","positive regulation of antibacterial peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002800","regulation of antifungal peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002801","negative regulation of antifungal peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002802","positive regulation of antifungal peptide secretion"
"GO:0006955","Immune response","immune response","GO:0002803","positive regulation of antibacterial peptide production"
"GO:0006955","Immune response","immune response","GO:0002804","positive regulation of antifungal peptide production"
"GO:0006955","Immune response","immune response","GO:0002805","regulation of antimicrobial peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0002806","negative regulation of antimicrobial peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0002807","positive regulation of antimicrobial peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0002808","regulation of antibacterial peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0002809","negative regulation of antibacterial peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0002810","regulation of antifungal peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0002811","negative regulation of antifungal peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0002812","biosynthetic process of antibacterial peptides active against Gram-negative bacteria"
"GO:0006955","Immune response","immune response","GO:0002813","regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria"
"GO:0006955","Immune response","immune response","GO:0002814","negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria"
"GO:0006955","Immune response","immune response","GO:0002815","biosynthetic process of antibacterial peptides active against Gram-positive bacteria"
"GO:0006955","Immune response","immune response","GO:0002816","regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria"
"GO:0006955","Immune response","immune response","GO:0002817","negative regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria"
"GO:0006955","Immune response","immune response","GO:0002819","regulation of adaptive immune response"
"GO:0006955","Immune response","immune response","GO:0002820","negative regulation of adaptive immune response"
"GO:0006955","Immune response","immune response","GO:0002821","positive regulation of adaptive immune response"
"GO:0006955","Immune response","immune response","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"GO:0006955","Immune response","immune response","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"GO:0006955","Immune response","immune response","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"GO:0006955","Immune response","immune response","GO:0002825","regulation of T-helper 1 type immune response"
"GO:0006955","Immune response","immune response","GO:0002826","negative regulation of T-helper 1 type immune response"
"GO:0006955","Immune response","immune response","GO:0002827","positive regulation of T-helper 1 type immune response"
"GO:0006955","Immune response","immune response","GO:0002828","regulation of type 2 immune response"
"GO:0006955","Immune response","immune response","GO:0002829","negative regulation of type 2 immune response"
"GO:0006955","Immune response","immune response","GO:0002830","positive regulation of type 2 immune response"
"GO:0006955","Immune response","immune response","GO:0002837","regulation of immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002838","negative regulation of immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002839","positive regulation of immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002840","regulation of T cell mediated immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002841","negative regulation of T cell mediated immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002842","positive regulation of T cell mediated immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002843","regulation of tolerance induction to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002844","negative regulation of tolerance induction to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002845","positive regulation of tolerance induction to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002846","regulation of T cell tolerance induction to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002847","negative regulation of T cell tolerance induction to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002848","positive regulation of T cell tolerance induction to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002849","regulation of peripheral T cell tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002850","negative regulation of peripheral T cell tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002851","positive regulation of peripheral T cell tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002852","regulation of T cell mediated cytotoxicity directed against tumor cell target"
"GO:0006955","Immune response","immune response","GO:0002853","negative regulation of T cell mediated cytotoxicity directed against tumor cell target"
"GO:0006955","Immune response","immune response","GO:0002854","positive regulation of T cell mediated cytotoxicity directed against tumor cell target"
"GO:0006955","Immune response","immune response","GO:0002855","regulation of natural killer cell mediated immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002856","negative regulation of natural killer cell mediated immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002857","positive regulation of natural killer cell mediated immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002858","regulation of natural killer cell mediated cytotoxicity directed against tumor cell target"
"GO:0006955","Immune response","immune response","GO:0002859","negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target"
"GO:0006955","Immune response","immune response","GO:0002860","positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target"
"GO:0006955","Immune response","immune response","GO:0002861","regulation of inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002862","negative regulation of inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002863","positive regulation of inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002864","regulation of acute inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002865","negative regulation of acute inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002874","regulation of chronic inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002875","negative regulation of chronic inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002876","positive regulation of chronic inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002883","regulation of hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0002884","negative regulation of hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0002885","positive regulation of hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0002889","regulation of immunoglobulin mediated immune response"
"GO:0006955","Immune response","immune response","GO:0002890","negative regulation of immunoglobulin mediated immune response"
"GO:0006955","Immune response","immune response","GO:0002891","positive regulation of immunoglobulin mediated immune response"
"GO:0006955","Immune response","immune response","GO:0002892","regulation of type II hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0002893","negative regulation of type II hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0002894","positive regulation of type II hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0002908","regulation of peripheral B cell deletion"
"GO:0006955","Immune response","immune response","GO:0002909","negative regulation of peripheral B cell deletion"
"GO:0006955","Immune response","immune response","GO:0002910","positive regulation of peripheral B cell deletion"
"GO:0006955","Immune response","immune response","GO:0002917","regulation of peripheral B cell anergy"
"GO:0006955","Immune response","immune response","GO:0002918","negative regulation of peripheral B cell anergy"
"GO:0006955","Immune response","immune response","GO:0002919","positive regulation of peripheral B cell anergy"
"GO:0006955","Immune response","immune response","GO:0002920","regulation of humoral immune response"
"GO:0006955","Immune response","immune response","GO:0002921","negative regulation of humoral immune response"
"GO:0006955","Immune response","immune response","GO:0002922","positive regulation of humoral immune response"
"GO:0006955","Immune response","immune response","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin"
"GO:0006955","Immune response","immune response","GO:0002924","negative regulation of humoral immune response mediated by circulating immunoglobulin"
"GO:0006955","Immune response","immune response","GO:0002925","positive regulation of humoral immune response mediated by circulating immunoglobulin"
"GO:0006955","Immune response","immune response","GO:0006956","complement activation"
"GO:0006955","Immune response","immune response","GO:0006957","complement activation, alternative pathway"
"GO:0006955","Immune response","immune response","GO:0006958","complement activation, classical pathway"
"GO:0006955","Immune response","immune response","GO:0006959","humoral immune response"
"GO:0006955","Immune response","immune response","GO:0006962","male-specific antibacterial humoral response"
"GO:0006955","Immune response","immune response","GO:0006963","positive regulation of antibacterial peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0006964","positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria"
"GO:0006955","Immune response","immune response","GO:0006965","positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria"
"GO:0006955","Immune response","immune response","GO:0006967","positive regulation of antifungal peptide biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0008348","negative regulation of antimicrobial humoral response"
"GO:0006955","Immune response","immune response","GO:0009616","virus induced gene silencing"
"GO:0006955","Immune response","immune response","GO:0009626","plant-type hypersensitive response"
"GO:0006955","Immune response","immune response","GO:0009627","systemic acquired resistance"
"GO:0006955","Immune response","immune response","GO:0009682","induced systemic resistance"
"GO:0006955","Immune response","immune response","GO:0009689","induction of phytoalexin biosynthetic process"
"GO:0006955","Immune response","immune response","GO:0009814","defense response, incompatible interaction"
"GO:0006955","Immune response","immune response","GO:0009816","defense response to bacterium, incompatible interaction"
"GO:0006955","Immune response","immune response","GO:0009817","defense response to fungus, incompatible interaction"
"GO:0006955","Immune response","immune response","GO:0009818","defense response to protozoan, incompatible interaction"
"GO:0006955","Immune response","immune response","GO:0009861","jasmonic acid and ethylene-dependent systemic resistance"
"GO:0006955","Immune response","immune response","GO:0009862","systemic acquired resistance, salicylic acid mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0009864","induced systemic resistance, jasmonic acid mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0009866","induced systemic resistance, ethylene mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0009868","jasmonic acid and ethylene-dependent systemic resistance, jasmonic acid mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0009870","defense response signaling pathway, resistance gene-dependent"
"GO:0006955","Immune response","immune response","GO:0009871","jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0010112","regulation of systemic acquired resistance"
"GO:0006955","Immune response","immune response","GO:0010113","negative regulation of systemic acquired resistance"
"GO:0006955","Immune response","immune response","GO:0010363","regulation of plant-type hypersensitive response"
"GO:0006955","Immune response","immune response","GO:0010934","macrophage cytokine production"
"GO:0006955","Immune response","immune response","GO:0010935","regulation of macrophage cytokine production"
"GO:0006955","Immune response","immune response","GO:0010936","negative regulation of macrophage cytokine production"
"GO:0006955","Immune response","immune response","GO:0016064","immunoglobulin mediated immune response"
"GO:0006955","Immune response","immune response","GO:0016068","type I hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0019724","B cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0019730","antimicrobial humoral response"
"GO:0006955","Immune response","immune response","GO:0019731","antibacterial humoral response"
"GO:0006955","Immune response","immune response","GO:0019732","antifungal humoral response"
"GO:0006955","Immune response","immune response","GO:0023022","termination of T cell signal transduction"
"GO:0006955","Immune response","immune response","GO:0030449","regulation of complement activation"
"GO:0006955","Immune response","immune response","GO:0030450","regulation of complement activation, classical pathway"
"GO:0006955","Immune response","immune response","GO:0030451","regulation of complement activation, alternative pathway"
"GO:0006955","Immune response","immune response","GO:0032260","response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance"
"GO:0006955","Immune response","immune response","GO:0032762","mast cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0032763","regulation of mast cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0032764","negative regulation of mast cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0032765","positive regulation of mast cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0032820","regulation of natural killer cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0032821","negative regulation of natural killer cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0032822","positive regulation of natural killer cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0032826","regulation of natural killer cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0032827","negative regulation of natural killer cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0032828","positive regulation of natural killer cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0032832","regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0032833","negative regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0032834","positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0033006","regulation of mast cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0033007","negative regulation of mast cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0033008","positive regulation of mast cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0034051","negative regulation of plant-type hypersensitive response"
"GO:0006955","Immune response","immune response","GO:0034052","positive regulation of plant-type hypersensitive response"
"GO:0006955","Immune response","immune response","GO:0034340","response to type I interferon"
"GO:0006955","Immune response","immune response","GO:0034341","response to interferon-gamma"
"GO:0006955","Immune response","immune response","GO:0034342","response to type III interferon"
"GO:0006955","Immune response","immune response","GO:0035006","melanization defense response"
"GO:0006955","Immune response","immune response","GO:0035007","regulation of melanization defense response"
"GO:0006955","Immune response","immune response","GO:0035008","positive regulation of melanization defense response"
"GO:0006955","Immune response","immune response","GO:0035009","negative regulation of melanization defense response"
"GO:0006955","Immune response","immune response","GO:0035011","melanotic encapsulation of foreign target"
"GO:0006955","Immune response","immune response","GO:0035397","helper T cell enhancement of adaptive immune response"
"GO:0006955","Immune response","immune response","GO:0035398","helper T cell enhancement of T cell mediated immune response"
"GO:0006955","Immune response","immune response","GO:0035399","helper T cell enhancement of B cell mediated immune response"
"GO:0006955","Immune response","immune response","GO:0035420","MAPK cascade involved in innate immune response"
"GO:0006955","Immune response","immune response","GO:0035423","inactivation of MAPK activity involved in innate immune response"
"GO:0006955","Immune response","immune response","GO:0035708","interleukin-4-dependent isotype switching to IgE isotypes"
"GO:0006955","Immune response","immune response","GO:0035743","CD4-positive, alpha-beta T cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0035744","T-helper 1 cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0035745","T-helper 2 cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0035895","modulation of mast cell degranulation in other organism"
"GO:0006955","Immune response","immune response","GO:0035896","positive regulation of mast cell degranulation in other organism"
"GO:0006955","Immune response","immune response","GO:0038093","Fc receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0038094","Fc-gamma receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0038095","Fc-epsilon receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis"
"GO:0006955","Immune response","immune response","GO:0038097","positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0038178","complement component C5a signaling pathway"
"GO:0006955","Immune response","immune response","GO:0038196","type III interferon signaling pathway"
"GO:0006955","Immune response","immune response","GO:0039502","suppression by virus of host type I interferon-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0039504","suppression by virus of host adaptive immune response"
"GO:0006955","Immune response","immune response","GO:0039573","suppression by virus of host complement activation"
"GO:0006955","Immune response","immune response","GO:0042088","T-helper 1 type immune response"
"GO:0006955","Immune response","immune response","GO:0042092","type 2 immune response"
"GO:0006955","Immune response","immune response","GO:0042093","T-helper cell differentiation"
"GO:0006955","Immune response","immune response","GO:0042267","natural killer cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0042269","regulation of natural killer cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0042270","protection from natural killer cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0042271","susceptibility to natural killer cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0042381","hemolymph coagulation"
"GO:0006955","Immune response","immune response","GO:0043152","induction of bacterial agglutination"
"GO:0006955","Immune response","immune response","GO:0043272","ethylene biosynthesis involved in jasmonic acid and ethylene-dependent systemic resistance"
"GO:0006955","Immune response","immune response","GO:0043303","mast cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043304","regulation of mast cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043305","negative regulation of mast cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043306","positive regulation of mast cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043308","eosinophil degranulation"
"GO:0006955","Immune response","immune response","GO:0043309","regulation of eosinophil degranulation"
"GO:0006955","Immune response","immune response","GO:0043310","negative regulation of eosinophil degranulation"
"GO:0006955","Immune response","immune response","GO:0043311","positive regulation of eosinophil degranulation"
"GO:0006955","Immune response","immune response","GO:0043312","neutrophil degranulation"
"GO:0006955","Immune response","immune response","GO:0043313","regulation of neutrophil degranulation"
"GO:0006955","Immune response","immune response","GO:0043314","negative regulation of neutrophil degranulation"
"GO:0006955","Immune response","immune response","GO:0043315","positive regulation of neutrophil degranulation"
"GO:0006955","Immune response","immune response","GO:0043316","cytotoxic T cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043317","regulation of cytotoxic T cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043318","negative regulation of cytotoxic T cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043319","positive regulation of cytotoxic T cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043320","natural killer cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043321","regulation of natural killer cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043322","negative regulation of natural killer cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043323","positive regulation of natural killer cell degranulation"
"GO:0006955","Immune response","immune response","GO:0043379","memory T cell differentiation"
"GO:0006955","Immune response","immune response","GO:0043380","regulation of memory T cell differentiation"
"GO:0006955","Immune response","immune response","GO:0043381","negative regulation of memory T cell differentiation"
"GO:0006955","Immune response","immune response","GO:0043382","positive regulation of memory T cell differentiation"
"GO:0006955","Immune response","immune response","GO:0044627","modulation of complement activation, classical pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044628","positive regulation of complement activation, classical pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044629","negative regulation of complement activation, classical pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044630","modulation of complement activation, lectin pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044631","positive regulation of complement activation, lectin pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044632","negative regulation of complement activation, lectin pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044633","modulation of complement activation, alternative pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044634","negative regulation of complement activation, alternative pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044635","positive regulation of complement activation, alternative pathway in other organism"
"GO:0006955","Immune response","immune response","GO:0044645","modulation of complement activation in other organism"
"GO:0006955","Immune response","immune response","GO:0045063","T-helper 1 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045064","T-helper 2 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045087","innate immune response"
"GO:0006955","Immune response","immune response","GO:0045088","regulation of innate immune response"
"GO:0006955","Immune response","immune response","GO:0045089","positive regulation of innate immune response"
"GO:0006955","Immune response","immune response","GO:0045190","isotype switching"
"GO:0006955","Immune response","immune response","GO:0045191","regulation of isotype switching"
"GO:0006955","Immune response","immune response","GO:0045622","regulation of T-helper cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045623","negative regulation of T-helper cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045624","positive regulation of T-helper cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045625","regulation of T-helper 1 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045626","negative regulation of T-helper 1 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045627","positive regulation of T-helper 1 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045628","regulation of T-helper 2 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045629","negative regulation of T-helper 2 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045630","positive regulation of T-helper 2 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0045824","negative regulation of innate immune response"
"GO:0006955","Immune response","immune response","GO:0045829","negative regulation of isotype switching"
"GO:0006955","Immune response","immune response","GO:0045830","positive regulation of isotype switching"
"GO:0006955","Immune response","immune response","GO:0045916","negative regulation of complement activation"
"GO:0006955","Immune response","immune response","GO:0045917","positive regulation of complement activation"
"GO:0006955","Immune response","immune response","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0045957","negative regulation of complement activation, alternative pathway"
"GO:0006955","Immune response","immune response","GO:0045958","positive regulation of complement activation, alternative pathway"
"GO:0006955","Immune response","immune response","GO:0045959","negative regulation of complement activation, classical pathway"
"GO:0006955","Immune response","immune response","GO:0045960","positive regulation of complement activation, classical pathway"
"GO:0006955","Immune response","immune response","GO:0048289","isotype switching to IgE isotypes"
"GO:0006955","Immune response","immune response","GO:0048290","isotype switching to IgA isotypes"
"GO:0006955","Immune response","immune response","GO:0048291","isotype switching to IgG isotypes"
"GO:0006955","Immune response","immune response","GO:0048292","isotype switching to IgD isotypes"
"GO:0006955","Immune response","immune response","GO:0048293","regulation of isotype switching to IgE isotypes"
"GO:0006955","Immune response","immune response","GO:0048294","negative regulation of isotype switching to IgE isotypes"
"GO:0006955","Immune response","immune response","GO:0048295","positive regulation of isotype switching to IgE isotypes"
"GO:0006955","Immune response","immune response","GO:0048296","regulation of isotype switching to IgA isotypes"
"GO:0006955","Immune response","immune response","GO:0048297","negative regulation of isotype switching to IgA isotypes"
"GO:0006955","Immune response","immune response","GO:0048298","positive regulation of isotype switching to IgA isotypes"
"GO:0006955","Immune response","immune response","GO:0048299","regulation of isotype switching to IgD isotypes"
"GO:0006955","Immune response","immune response","GO:0048300","negative regulation of isotype switching to IgD isotypes"
"GO:0006955","Immune response","immune response","GO:0048301","positive regulation of isotype switching to IgD isotypes"
"GO:0006955","Immune response","immune response","GO:0048302","regulation of isotype switching to IgG isotypes"
"GO:0006955","Immune response","immune response","GO:0048303","negative regulation of isotype switching to IgG isotypes"
"GO:0006955","Immune response","immune response","GO:0048304","positive regulation of isotype switching to IgG isotypes"
"GO:0006955","Immune response","immune response","GO:0050776","regulation of immune response"
"GO:0006955","Immune response","immune response","GO:0050777","negative regulation of immune response"
"GO:0006955","Immune response","immune response","GO:0050778","positive regulation of immune response"
"GO:0006955","Immune response","immune response","GO:0050851","antigen receptor-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050852","T cell receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050853","B cell receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050854","regulation of antigen receptor-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050855","regulation of B cell receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050856","regulation of T cell receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050859","negative regulation of B cell receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050860","negative regulation of T cell receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050861","positive regulation of B cell receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0050862","positive regulation of T cell receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0051214","RNA virus induced gene silencing"
"GO:0006955","Immune response","immune response","GO:0051215","DNA virus induced gene silencing"
"GO:0006955","Immune response","immune response","GO:0052003","suppression by symbiont of defense-related host salicylic acid-mediated signal transduction pathway"
"GO:0006955","Immune response","immune response","GO:0052072","induction by symbiont of defense-related host salicylic acid-mediated signal transduction pathway"
"GO:0006955","Immune response","immune response","GO:0052074","positive regulation by symbiont of host salicylic acid-mediated defense response"
"GO:0006955","Immune response","immune response","GO:0052089","modulation by symbiont of host salicylic acid-mediated defense response"
"GO:0006955","Immune response","immune response","GO:0060144","host cellular process involved in virus induced gene silencing"
"GO:0006955","Immune response","immune response","GO:0060145","viral gene silencing in virus induced gene silencing"
"GO:0006955","Immune response","immune response","GO:0060146","host gene silencing in virus induced gene silencing"
"GO:0006955","Immune response","immune response","GO:0060150","viral triggering of virus induced gene silencing"
"GO:0006955","Immune response","immune response","GO:0060264","regulation of respiratory burst involved in inflammatory response"
"GO:0006955","Immune response","immune response","GO:0060265","positive regulation of respiratory burst involved in inflammatory response"
"GO:0006955","Immune response","immune response","GO:0060266","negative regulation of respiratory burst involved in inflammatory response"
"GO:0006955","Immune response","immune response","GO:0060330","regulation of response to interferon-gamma"
"GO:0006955","Immune response","immune response","GO:0060331","negative regulation of response to interferon-gamma"
"GO:0006955","Immune response","immune response","GO:0060332","positive regulation of response to interferon-gamma"
"GO:0006955","Immune response","immune response","GO:0060333","interferon-gamma-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060334","regulation of interferon-gamma-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060335","positive regulation of interferon-gamma-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060336","negative regulation of interferon-gamma-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060337","type I interferon signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060338","regulation of type I interferon-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060339","negative regulation of type I interferon-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060340","positive regulation of type I interferon-mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060369","positive regulation of Fc receptor mediated stimulatory signaling pathway"
"GO:0006955","Immune response","immune response","GO:0060370","susceptibility to T cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0060907","positive regulation of macrophage cytokine production"
"GO:0006955","Immune response","immune response","GO:0061078","positive regulation of prostaglandin secretion involved in immune response"
"GO:0006955","Immune response","immune response","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response"
"GO:0006955","Immune response","immune response","GO:0061082","myeloid leukocyte cytokine production"
"GO:0006955","Immune response","immune response","GO:0061470","T follicular helper cell differentiation"
"GO:0006955","Immune response","immune response","GO:0061760","antifungal innate immune response"
"GO:0006955","Immune response","immune response","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide"
"GO:0006955","Immune response","immune response","GO:0071346","cellular response to interferon-gamma"
"GO:0006955","Immune response","immune response","GO:0071357","cellular response to type I interferon"
