Disease1,Disease2,Description1,Description2,I1,I2,C12,C12simultaneous,RR,p_value,Category1,Category2,Direction,N1,N2,P1_direction,P2_direction
D50,D61,D50 Iron deficiency anaemia,D61 Other aplastic anaemias,13019,716,91,9,4.005390381,2.78E-15,Hematological,Hematological,0,47,35,0.41704052,0.989707895
D61,J22,D61 Other aplastic anaemias,J22 Unspecified acute lower respiratory infection,716,11590,157,21,7.762422937,0,Hematological,Respiratory,0,78,58,0.56337593,0.999625058
D61,I25,D61 Other aplastic anaemias,I25 Chronic ischaemic heart disease,716,36556,126,15,1.975117612,4.19E-12,Hematological,Cardiovascular,0,41,70,0.999974484,0.123353124
A09,D61,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,D61 Other aplastic anaemias,10766,716,127,23,6.759746829,3.55E-15,Infectious,Hematological,0,43,61,0.999914953,0.702692257
D61,D70,D61 Other aplastic anaemias,D70 Agranulocytosis,716,4914,328,80,38.24897284,1.44E-15,Hematological,Hematological,0,128,120,0.999974022,0.999999617
D61,J96,D61 Other aplastic anaemias,"J96 Respiratory failure, not elsewhere classified",716,3669,89,15,13.90027461,7.77E-16,Hematological,Respiratory,0,46,28,0.416128877,0.999867207
D61,K29,D61 Other aplastic anaemias,K29 Gastritis and duodenitis,716,42719,169,10,2.266974902,2.75E-14,Hematological,Gastrointestinal,0,52,107,0.999999865,0.000333857
D61,K92,D61 Other aplastic anaemias,K92 Other diseases of digestive system,716,14676,123,21,4.802622969,0,Hematological,Gastrointestinal,0,46,56,0.998134277,0.860400723
N84,N89,N84 Polyp of female genital tract,N89 Other noninflammatory disorders of vagina,13967,2040,274,108,3.945584691,0,Female genital organs,Female genital organs,0,99,67,0.999998578,1
N39,N89,N39 Other disorders of urinary system,N89 Other noninflammatory disorders of vagina,27390,2040,400,64,2.937189041,3.01E-14,Urinary,Female genital organs,0,193,143,0.773351892,0.999999996
N80,N89,N80 Endometriosis,N89 Other noninflammatory disorders of vagina,4999,2040,104,26,4.184216451,0,Female genital organs,Female genital organs,0,38,40,0.997883727,0.993081902
N88,N89,N88 Other noninflammatory disorders of cervix uteri,N89 Other noninflammatory disorders of vagina,2450,2040,140,84,11.49280112,0,Female genital organs,Female genital organs,0,30,26,1,1
N89,N90,N89 Other noninflammatory disorders of vagina,N90 Other noninflammatory disorders of vulva and perineum,2040,2657,143,70,10.82451442,0,Female genital organs,Female genital organs,0,48,25,0.999974482,1
M43,N39,M43 Other deforming dorsopathies,N39 Other disorders of urinary system,2774,27390,450,46,2.4300104,7.77E-14,Spine,Urinary,0,162,242,0.999999999,0.059848808
F32,M43,F32 Depressive episode,M43 Other deforming dorsopathies,18765,2774,347,58,2.735070699,0,Psychiatric,Spine,0,151,138,0.99329049,0.999947407
M17,M43,M17 Gonarthrosis [arthrosis of knee],M43 Other deforming dorsopathies,29081,2774,526,47,2.675248065,8.60E-14,Joint,Spine,0,308,171,5.03E-05,1
I25,M43,I25 Chronic ischaemic heart disease,M43 Other deforming dorsopathies,36556,2774,428,56,1.731700376,1.50E-13,Cardiovascular,Spine,0,224,148,0.179212308,1
G54;G55,M43,G54 Nerve root and plexus disorders;G55 Nerve root and plexus compressions in diseases classified elsewhere,M43 Other deforming dorsopathies,6568,2774,648,358,14.59249364,6.66E-16,Neurological,Spine,0,151,139,1,1
M43,M80,M43 Other deforming dorsopathies,M80 Osteoporosis with pathological fracture,2774,1351,40,14,4.379174923,4.69E-14,Spine,Bone,0,15,11,0.959654766,0.998889283
M43,M85,M43 Other deforming dorsopathies,M85 Other disorders of bone density and structure,2774,2101,64,24,4.505485251,0,Spine,Bone,0,27,13,0.915678544,0.999999772
F33,N39,F33 Recurrent depressive disorder,N39 Other disorders of urinary system,997,27390,190,12,2.854700282,1.41E-14,Psychiatric,Urinary,0,111,67,0.012129149,0.99998446
F32,F33,F32 Depressive episode,F33 Recurrent depressive disorder,18765,997,660,15,14.47419156,9.55E-15,Psychiatric,Psychiatric,1,395,250,2.37E-07,1
F33,I25,F33 Recurrent depressive disorder,I25 Chronic ischaemic heart disease,997,36556,155,22,1.74490577,1.35E-10,Psychiatric,Cardiovascular,0,83,50,0.210969417,0.999997278
F33,F45,F33 Recurrent depressive disorder,F45 Somatoform disorders,997,576,23,8,16.43252501,0,Psychiatric,Psychiatric,0,9,6,0.894980192,0.994688988
C61,F52,C61 Malignant neoplasm of prostate,"F52 Sexual dysfunction, not caused by organic disorder or disease",8655,439,68,10,7.342964487,1.44E-15,Neoplasm,Psychiatric,0,40,18,0.090905027,0.999977733
F52,N39,"F52 Sexual dysfunction, not caused by organic disorder or disease",N39 Other disorders of urinary system,439,27390,67,9,2.286190195,1.73E-09,Psychiatric,Urinary,0,31,27,0.768091191,0.956781383
F32,F52,F32 Depressive episode,"F52 Sexual dysfunction, not caused by organic disorder or disease",18765,439,52,6,2.589908149,2.08E-09,Psychiatric,Psychiatric,0,24,22,0.755772165,0.894195716
F52,I25,"F52 Sexual dysfunction, not caused by organic disorder or disease",I25 Chronic ischaemic heart disease,439,36556,117,12,2.991278024,0,Psychiatric,Cardiovascular,0,50,55,0.952163642,0.770154306
F52,N32,"F52 Sexual dysfunction, not caused by organic disorder or disease",N32 Other disorders of bladder,439,12287,68,19,5.172406416,5.55E-16,Psychiatric,Urinary,0,23,26,0.997548309,0.980769973
K72,K74,"K72 Hepatic failure, not elsewhere classified",K74 Fibrosis and cirrhosis of liver,585,1364,161,20,82.78463669,1.11E-16,Hepatobiliary pancreas,Hepatobiliary pancreas,-1,31,110,1,1.91E-06
K72,K75,"K72 Hepatic failure, not elsewhere classified",K75 Other inflammatory liver diseases,585,1092,82,11,52.66589337,2.22E-16,Hepatobiliary pancreas,Hepatobiliary pancreas,0,27,44,0.999389809,0.290557227
K72,N39,"K72 Hepatic failure, not elsewhere classified",N39 Other disorders of urinary system,585,27390,144,18,3.687301935,0,Hepatobiliary pancreas,Urinary,0,41,85,0.999999953,0.018426132
F32,K72,F32 Depressive episode,"K72 Hepatic failure, not elsewhere classified",18765,585,101,15,3.774948634,0,Psychiatric,Hepatobiliary pancreas,0,67,19,0.000665913,1
D50,K72,D50 Iron deficiency anaemia,"K72 Hepatic failure, not elsewhere classified",13019,585,93,6,5.010067337,0,Hematological,Hepatobiliary pancreas,0,60,27,0.003347509,0.999987371
J22,K72,J22 Unspecified acute lower respiratory infection,"K72 Hepatic failure, not elsewhere classified",11590,585,75,9,4.53853897,3.33E-15,Respiratory,Hepatobiliary pancreas,0,41,25,0.244341485,0.998777886
I21;I22,K72,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,"K72 Hepatic failure, not elsewhere classified",11771,585,52,11,3.098333947,4.59E-12,Cardiovascular,Hepatobiliary pancreas,0,33,8,0.035197111,0.999999965
I25,K72,I25 Chronic ischaemic heart disease,"K72 Hepatic failure, not elsewhere classified",36556,585,152,29,2.916239316,0,Cardiovascular,Hepatobiliary pancreas,0,100,23,6.11E-05,1
A09,K72,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,"K72 Hepatic failure, not elsewhere classified",10766,585,74,14,4.820760831,2.22E-15,Infectious,Hepatobiliary pancreas,0,31,29,0.93491116,0.976303512
C22,K72,C22 Malignant neoplasm of liver and intrahepatic bile ducts,"K72 Hepatic failure, not elsewhere classified",578,585,32,7,38.82937332,0,Neoplasm,Hepatobiliary pancreas,0,21,4,0.055092083,0.999998722
K72,K83,"K72 Hepatic failure, not elsewhere classified",K83 Other diseases of biliary tract,585,3039,62,15,14.30866879,1.11E-16,Hepatobiliary pancreas,Hepatobiliary pancreas,0,15,32,0.999991286,0.449538157
D70,K72,D70 Agranulocytosis,"K72 Hepatic failure, not elsewhere classified",4914,585,61,11,8.706285895,0,Hematological,Hepatobiliary pancreas,0,41,9,0.004926724,0.999999999
J96,K72,"J96 Respiratory failure, not elsewhere classified","K72 Hepatic failure, not elsewhere classified",3669,585,105,62,20.07149995,2.22E-16,Respiratory,Hepatobiliary pancreas,0,24,19,0.999999997,1
K29,K72,K29 Gastritis and duodenitis,"K72 Hepatic failure, not elsewhere classified",42719,585,206,15,3.382083954,1.51E-14,Gastrointestinal,Hepatobiliary pancreas,1,158,33,3.37E-15,1
K72,K92,"K72 Hepatic failure, not elsewhere classified",K92 Other diseases of digestive system,585,14676,128,20,6.117028558,1.22E-15,Hepatobiliary pancreas,Gastrointestinal,0,26,82,1,0.000931234
N80,N84,N80 Endometriosis,N84 Polyp of female genital tract,4999,13967,791,370,4.648194807,8.10E-14,Female genital organs,Female genital organs,0,101,320,1,0.99999997
N84,N88,N84 Polyp of female genital tract,N88 Other noninflammatory disorders of cervix uteri,13967,2450,611,363,7.325986268,0,Female genital organs,Female genital organs,0,144,104,1,1
D27,N84,D27 Benign neoplasm of ovary,N84 Polyp of female genital tract,1947,13967,272,135,4.103873136,3.77E-15,Neoplasm,Female genital organs,0,26,111,1,0.999034174
N84,N90,N84 Polyp of female genital tract,N90 Other noninflammatory disorders of vulva and perineum,13967,2657,337,150,3.725883925,1.79E-14,Female genital organs,Female genital organs,0,126,61,0.999998759,1
J00;J06,J02,J00 Acute nasopharyngitis [common cold];J06 Acute upper respiratory infections of multiple and unspecified sites,J02 Acute pharyngitis,1770,1291,50,18,8.977689961,0,"Ear, Nose, Throat","Ear, Nose, Throat",0,16,16,0.996699776,0.996699776
F32,J02,F32 Depressive episode,J02 Acute pharyngitis,18765,1291,124,19,2.100104868,1.40E-13,Psychiatric,"Ear, Nose, Throat",0,48,57,0.995533296,0.838376176
J02,J22,J02 Acute pharyngitis,J22 Unspecified acute lower respiratory infection,1291,11590,143,13,3.921213298,0,"Ear, Nose, Throat",Respiratory,0,80,50,0.090350543,0.999895265
I25,J02,I25 Chronic ischaemic heart disease,J02 Acute pharyngitis,36556,1291,175,18,1.521413429,1.22E-07,Cardiovascular,"Ear, Nose, Throat",0,66,91,0.99958471,0.32513612
A09,J02,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,J02 Acute pharyngitis,10766,1291,109,20,3.217658786,0,Infectious,"Ear, Nose, Throat",0,35,54,0.99994635,0.575902608
D70,J02,D70 Agranulocytosis,J02 Acute pharyngitis,4914,1291,195,58,12.61151685,0,Hematological,"Ear, Nose, Throat",0,84,53,0.977663742,1
D73,N39,D73 Diseases of spleen,N39 Other disorders of urinary system,777,27390,130,15,2.506250109,6.99E-15,Hematological,Urinary,0,55,60,0.967456765,0.832656121
D73,F32,D73 Diseases of spleen,F32 Depressive episode,777,18765,69,11,1.941661909,4.28E-07,Hematological,Psychiatric,0,29,29,0.92598391,0.92598391
D50,D73,D50 Iron deficiency anaemia,D73 Diseases of spleen,13019,777,90,13,3.650379116,0,Hematological,Hematological,0,42,35,0.769603764,0.986849167
D73,J22,D73 Diseases of spleen,J22 Unspecified acute lower respiratory infection,777,11590,111,12,5.057229138,0,Hematological,Respiratory,0,55,44,0.575224906,0.988851023
D73,I21;I22,D73 Diseases of spleen,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,777,11771,53,8,2.377582517,2.33E-08,Hematological,Cardiovascular,0,18,27,0.993669832,0.5
D73,I25,D73 Diseases of spleen,I25 Chronic ischaemic heart disease,777,36556,166,36,2.39785274,2.15E-14,Hematological,Cardiovascular,0,62,68,0.999602968,0.992065608
A09,D73,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,D73 Diseases of spleen,10766,777,75,9,3.678578063,0,Infectious,Hematological,0,23,43,0.999775176,0.124022871
D70,D73,D70 Agranulocytosis,D73 Diseases of spleen,4914,777,71,12,7.629503653,0,Hematological,Hematological,0,25,34,0.995722731,0.682346179
D73,J96,D73 Diseases of spleen,"J96 Respiratory failure, not elsewhere classified",777,3669,44,9,6.332541629,1.11E-16,Hematological,Respiratory,0,22,13,0.559802089,0.998171117
D73,K29,D73 Diseases of spleen,K29 Gastritis and duodenitis,777,42719,168,12,2.076640371,0,Hematological,Gastrointestinal,0,61,95,0.999868174,0.052455957
D73,K92,D73 Diseases of spleen,K92 Other diseases of digestive system,777,14676,94,10,3.382152916,0,Hematological,Gastrointestinal,0,41,43,0.910167493,0.823335984
C61,N39,C61 Malignant neoplasm of prostate,N39 Other disorders of urinary system,8655,27390,1116,88,1.931519948,1.63E-13,Neoplasm,Urinary,1,678,350,3.45E-13,1
C61,I25,C61 Malignant neoplasm of prostate,I25 Chronic ischaemic heart disease,8655,36556,1352,242,1.753254888,2.36E-13,Neoplasm,Cardiovascular,0,498,612,1,0.999776612
C61,N32,C61 Malignant neoplasm of prostate,N32 Other disorders of bladder,8655,12287,1028,105,3.966197091,4.41E-14,Neoplasm,Urinary,0,519,404,0.389477429,1
H72,H73,H72 Perforation of tympanic membrane,H73 Other disorders of tympanic membrane,1321,502,115,53,71.15172165,0,"Ear, Nose, Throat","Ear, Nose, Throat",0,23,39,1,0.999824501
H73,H74,H73 Other disorders of tympanic membrane,H74 Other disorders of middle ear and mastoid,502,582,103,59,144.6454012,0,"Ear, Nose, Throat","Ear, Nose, Throat",0,24,20,0.999999993,1
I70,N39,I70 Atherosclerosis,N39 Other disorders of urinary system,1940,27390,318,24,2.455429478,0,Cardiovascular,Urinary,0,137,157,0.994248724,0.610383246
I65,I70,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I70 Atherosclerosis,1525,1940,167,36,23.160024,0,Cardiovascular,Cardiovascular,0,54,77,0.999998654,0.860693965
I70,J22,I70 Atherosclerosis,J22 Unspecified acute lower respiratory infection,1940,11590,227,21,4.142235619,0,Cardiovascular,Respiratory,0,101,105,0.957910477,0.883934482
I21;I22,I70,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,I70 Atherosclerosis,11771,1940,317,26,5.695584246,0,Cardiovascular,Cardiovascular,0,191,100,0.000155458,1
I25,I70,I25 Chronic ischaemic heart disease,I70 Atherosclerosis,36556,1940,953,238,5.513490233,1.32E-14,Cardiovascular,Cardiovascular,0,477,238,0.5,1
E55,N39,E55 Vitamin D deficiency,N39 Other disorders of urinary system,1386,27390,280,42,3.02619477,0,Nutritional,Urinary,-1,54,184,1,7.99E-08
E55,F32,E55 Vitamin D deficiency,F32 Depressive episode,1386,18765,252,66,3.975418453,8.88E-15,Nutritional,Psychiatric,0,42,144,1,0.013635208
E55,M17,E55 Vitamin D deficiency,M17 Gonarthrosis [arthrosis of knee],1386,29081,182,26,1.852648072,1.39E-14,Nutritional,Joint,-1,28,128,1,2.06E-08
D50,E55,D50 Iron deficiency anaemia,E55 Vitamin D deficiency,13019,1386,199,41,4.524872295,0,Hematological,Nutritional,0,112,46,0.044315125,1
E55,J22,E55 Vitamin D deficiency,J22 Unspecified acute lower respiratory infection,1386,11590,133,21,3.397027654,0,Nutritional,Respiratory,0,36,76,0.999999979,0.059120055
E55,I25,E55 Vitamin D deficiency,I25 Chronic ischaemic heart disease,1386,36556,241,43,1.951592998,0,Nutritional,Cardiovascular,0,55,143,1,0.002246755
A09,E55,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,E55 Vitamin D deficiency,10766,1386,146,26,4.014480545,0,Infectious,Nutritional,0,70,50,0.718739529,0.999956156
E55,J96,E55 Vitamin D deficiency,"J96 Respiratory failure, not elsewhere classified",1386,3669,60,16,4.840992568,1.78E-15,Nutritional,Respiratory,0,17,27,0.999802978,0.816852997
E55,K29,E55 Vitamin D deficiency,K29 Gastritis and duodenitis,1386,42719,335,26,2.321424729,7.11E-14,Nutritional,Gastrointestinal,-1,71,238,1,4.05E-15
E55,K92,E55 Vitamin D deficiency,K92 Other diseases of digestive system,1386,14676,145,14,2.924766343,1.55E-15,Nutritional,Gastrointestinal,0,47,84,0.999993625,0.033664736
E55,M80,E55 Vitamin D deficiency,M80 Osteoporosis with pathological fracture,1386,1351,52,20,11.3940697,1.11E-16,Nutritional,Bone,0,14,18,0.999795229,0.991233382
E55,E61,E55 Vitamin D deficiency,E61 Deficiency of other nutrient elements,1386,443,30,15,20.04695455,0,Nutritional,Nutritional,0,9,6,0.991937599,0.999837543
E55,M85,E55 Vitamin D deficiency,M85 Other disorders of bone density and structure,1386,2101,59,31,8.312981931,2.22E-16,Nutritional,Bone,0,13,15,0.999997437,0.999967347
G51,N39,G51 Facial nerve disorders,N39 Other disorders of urinary system,1260,27390,143,13,1.70007299,3.28E-09,Neurological,Urinary,0,70,60,0.630931598,0.977813533
F32,G51,F32 Depressive episode,G51 Facial nerve disorders,18765,1260,136,24,2.36001032,3.33E-15,Psychiatric,Neurological,0,51,61,0.998720633,0.900909329
G51,I25,G51 Facial nerve disorders,I25 Chronic ischaemic heart disease,1260,36556,194,27,1.728091061,1.70E-12,Neurological,Cardiovascular,0,81,86,0.991201786,0.950786806
G51,G81,G51 Facial nerve disorders,G81 Hemiplegia,1260,2448,91,33,12.10468637,7.77E-16,Neurological,Neurological,0,30,28,0.999647329,0.999933918
G51,I69,G51 Facial nerve disorders,I69 Sequelae of cerebrovascular disease,1260,2016,73,19,11.79114268,0,Neurological,Cardiovascular,0,36,18,0.592439382,0.999997366
J00;J06,N39,J00 Acute nasopharyngitis [common cold];J06 Acute upper respiratory infections of multiple and unspecified sites,N39 Other disorders of urinary system,1770,27390,264,32,2.234254986,0,"Ear, Nose, Throat",Urinary,0,112,120,0.994259155,0.938135417
F32,J00;J06,F32 Depressive episode,J00 Acute nasopharyngitis [common cold];J06 Acute upper respiratory infections of multiple and unspecified sites,18765,1770,208,23,2.569423,1.77E-14,Psychiatric,"Ear, Nose, Throat",0,94,91,0.927406003,0.969534766
J00;J06,J22,J00 Acute nasopharyngitis [common cold];J06 Acute upper respiratory infections of multiple and unspecified sites,J22 Unspecified acute lower respiratory infection,1770,11590,281,24,5.620095884,5.88E-15,"Ear, Nose, Throat",Respiratory,0,135,122,0.762928797,0.988386765
I25,J00;J06,I25 Chronic ischaemic heart disease,J00 Acute nasopharyngitis [common cold];J06 Acute upper respiratory infections of multiple and unspecified sites,36556,1770,301,43,1.908660422,8.03E-14,Cardiovascular,"Ear, Nose, Throat",0,124,134,0.999095996,0.975076462
D70,J00;J06,D70 Agranulocytosis,J00 Acute nasopharyngitis [common cold];J06 Acute upper respiratory infections of multiple and unspecified sites,4914,1770,166,33,7.830577228,0,Hematological,"Ear, Nose, Throat",0,95,38,0.036959546,1
I25,M72,I25 Chronic ischaemic heart disease,M72 Fibroblastic disorders,36556,5401,634,92,1.317499683,1.76E-11,Cardiovascular,Muscular,0,235,307,1,0.797854698
K74,K75,K74 Fibrosis and cirrhosis of liver,K75 Other inflammatory liver diseases,1364,1092,288,89,79.33221617,0,Hepatobiliary pancreas,Hepatobiliary pancreas,0,127,72,0.980507481,1
K74,N39,K74 Fibrosis and cirrhosis of liver,N39 Other disorders of urinary system,1364,27390,266,19,2.921254145,0,Hepatobiliary pancreas,Urinary,0,105,142,0.999773729,0.148621576
F32,K74,F32 Depressive episode,K74 Fibrosis and cirrhosis of liver,18765,1364,198,27,3.173922797,0,Psychiatric,Hepatobiliary pancreas,0,106,65,0.177792588,0.999999635
D50,K74,D50 Iron deficiency anaemia,K74 Fibrosis and cirrhosis of liver,13019,1364,231,29,5.33720753,0,Hematological,Hepatobiliary pancreas,0,112,90,0.70063332,0.999703514
I25,K74,I25 Chronic ischaemic heart disease,K74 Fibrosis and cirrhosis of liver,36556,1364,275,38,2.262839559,0,Cardiovascular,Hepatobiliary pancreas,0,146,91,0.16731882,0.999999995
C22,K74,C22 Malignant neoplasm of liver and intrahepatic bile ducts,K74 Fibrosis and cirrhosis of liver,578,1364,120,23,62.45010097,3.33E-16,Neoplasm,Hepatobiliary pancreas,0,20,77,1,0.001223428
K74,K83,K74 Fibrosis and cirrhosis of liver,K83 Other diseases of biliary tract,1364,3039,148,31,14.64909355,0,Hepatobiliary pancreas,Hepatobiliary pancreas,0,54,63,0.999651043,0.970844034
K29,K74,K29 Gastritis and duodenitis,K74 Fibrosis and cirrhosis of liver,42719,1364,583,75,4.10513283,2.90E-14,Gastrointestinal,Hepatobiliary pancreas,0,322,186,0.006445058,1
K74,K92,K74 Fibrosis and cirrhosis of liver,K92 Other diseases of digestive system,1364,14676,252,29,5.165026748,6.99E-15,Hepatobiliary pancreas,Gastrointestinal,0,97,126,0.999905288,0.525106082
K75,N39,K75 Other inflammatory liver diseases,N39 Other disorders of urinary system,1092,27390,184,11,2.524045967,0,Hepatobiliary pancreas,Urinary,0,71,102,0.99927185,0.080561135
F32,K75,F32 Depressive episode,K75 Other inflammatory liver diseases,18765,1092,128,12,2.562907135,2.55E-15,Psychiatric,Hepatobiliary pancreas,0,67,49,0.329350642,0.997037397
D50,K75,D50 Iron deficiency anaemia,K75 Other inflammatory liver diseases,13019,1092,145,14,4.18467606,0,Hematological,Hepatobiliary pancreas,0,68,63,0.796815974,0.951802991
I25,K75,I25 Chronic ischaemic heart disease,K75 Other inflammatory liver diseases,36556,1092,217,35,2.230347503,0,Cardiovascular,Hepatobiliary pancreas,0,120,62,0.067566571,1
A09,K75,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,K75 Other inflammatory liver diseases,10766,1092,99,15,3.455033704,0,Infectious,Hepatobiliary pancreas,0,39,45,0.986737447,0.842560054
C22,K75,C22 Malignant neoplasm of liver and intrahepatic bile ducts,K75 Other inflammatory liver diseases,578,1092,51,8,33.15231092,2.22E-16,Neoplasm,Hepatobiliary pancreas,0,22,21,0.868781232,0.919610199
K75,K83,K75 Other inflammatory liver diseases,K83 Other diseases of biliary tract,1092,3039,139,24,17.18523872,1.33E-15,Hepatobiliary pancreas,Hepatobiliary pancreas,0,49,66,0.999833529,0.751217929
K29,K75,K29 Gastritis and duodenitis,K75 Other inflammatory liver diseases,42719,1092,329,20,2.893651927,9.44E-15,Gastrointestinal,Hepatobiliary pancreas,0,194,115,0.000674845,0.999999986
K75,K92,K75 Other inflammatory liver diseases,K92 Other diseases of digestive system,1092,14676,122,15,3.123371166,2.33E-15,Hepatobiliary pancreas,Gastrointestinal,0,48,59,0.992914755,0.674520092
F32,N39,F32 Depressive episode,N39 Other disorders of urinary system,18765,27390,3217,416,2.568056459,0,Psychiatric,Urinary,0,1174,1627,1,0.262811213
I65,N39,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",N39 Other disorders of urinary system,1525,27390,241,23,2.367278066,0,Cardiovascular,Urinary,0,119,99,0.601634057,0.997753245
J22,N39,J22 Unspecified acute lower respiratory infection,N39 Other disorders of urinary system,11590,27390,2324,268,3.003687609,0,Respiratory,Urinary,0,973,1083,1,0.999515517
N39,N80,N39 Other disorders of urinary system,N80 Endometriosis,27390,4999,618,122,1.851856855,1.80E-13,Urinary,Female genital organs,0,158,338,1,0.010889617
N39,N88,N39 Other disorders of urinary system,N88 Other noninflammatory disorders of cervix uteri,27390,2450,254,25,1.552993749,3.65E-11,Urinary,Female genital organs,0,84,145,0.999999982,0.013943718
I25,N39,I25 Chronic ischaemic heart disease,N39 Other disorders of urinary system,36556,27390,4136,525,1.694821391,0,Cardiovascular,Urinary,0,1972,1639,0.998656698,1
A09,N39,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,N39 Other disorders of urinary system,10766,27390,1976,284,2.749379183,1.18E-13,Infectious,Urinary,-1,479,1213,1,1.75E-24
G81,N39,G81 Hemiplegia,N39 Other disorders of urinary system,2448,27390,674,69,4.124302946,1.44E-15,Neurological,Urinary,0,312,293,0.975301104,0.99970124
D27,N39,D27 Benign neoplasm of ovary,N39 Other disorders of urinary system,1947,27390,220,25,1.692617414,4.34E-13,Neoplasm,Urinary,0,102,93,0.874159044,0.990956131
C80,N39,C80 Malignant neoplasm without specification of site,N39 Other disorders of urinary system,1877,27390,287,32,2.290444113,2.19E-14,Neoplasm,Urinary,0,122,133,0.995360584,0.903006877
C22,N39,C22 Malignant neoplasm of liver and intrahepatic bile ducts,N39 Other disorders of urinary system,578,27390,80,8,2.073309912,3.79E-09,Neoplasm,Urinary,0,32,40,0.971667787,0.544463939
K83,N39,K83 Other diseases of biliary tract,N39 Other disorders of urinary system,3039,27390,469,38,2.311767841,0,Hepatobiliary pancreas,Urinary,0,169,262,1,0.006283488
E05,N39,E05 Thyrotoxicosis [hyperthyroidism],N39 Other disorders of urinary system,2771,27390,402,40,2.173159499,1.22E-14,Endocrine,Urinary,0,182,180,0.974188749,0.98407352
D70,N39,D70 Agranulocytosis,N39 Other disorders of urinary system,4914,27390,891,137,2.716092943,5.42E-14,Hematological,Urinary,0,359,395,0.999999998,0.999687535
L40,N39,L40 Psoriasis,N39 Other disorders of urinary system,3387,27390,378,56,1.67177828,3.75E-14,Dermatological,Urinary,0,175,147,0.932150647,0.999994325
J96,N39,"J96 Respiratory failure, not elsewhere classified",N39 Other disorders of urinary system,3669,27390,865,134,3.531591566,0,Respiratory,Urinary,0,264,467,1,0.01036024
I89,N39,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,N39 Other disorders of urinary system,1134,27390,255,20,3.368442988,2.55E-14,Cardiovascular,Urinary,0,83,152,0.999999994,0.001289689
C19;C20,N39,C19 Malignant neoplasm of rectosigmoid junction;C20 Malignant neoplasm of rectum,N39 Other disorders of urinary system,2756,27390,374,32,2.032799121,0,Neoplasm,Urinary,1,270,72,1.99E-18,1
G20,N39,G20 Parkinson's disease,N39 Other disorders of urinary system,1935,27390,503,60,3.893938526,0,Neurological,Urinary,0,289,154,0.000474978,1
N32,N39,N32 Other disorders of bladder,N39 Other disorders of urinary system,12287,27390,3801,946,4.63397927,0,Urinary,Urinary,0,1259,1596,1,1
N39,N90,N39 Other disorders of urinary system,N90 Other noninflammatory disorders of vulva and perineum,27390,2657,348,59,1.961958265,0,Urinary,Female genital organs,0,146,143,0.998899504,0.999644976
M80,N39,M80 Osteoporosis with pathological fracture,N39 Other disorders of urinary system,1351,27390,241,23,2.672168061,0,Bone,Urinary,0,87,131,0.999994799,0.098767615
I69,N39,I69 Sequelae of cerebrovascular disease,N39 Other disorders of urinary system,2016,27390,600,78,4.458233366,0,Cardiovascular,Urinary,0,220,302,1,0.451268276
M85,N39,M85 Other disorders of bone density and structure,N39 Other disorders of urinary system,2101,27390,300,23,2.138933476,0,Bone,Urinary,0,92,185,1,3.16E-05
H72,H74,H72 Perforation of tympanic membrane,H74 Other disorders of middle ear and mastoid,1321,582,154,95,82.18433135,0,"Ear, Nose, Throat","Ear, Nose, Throat",0,31,28,1,1
F32,I65,F32 Depressive episode,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",18765,1525,161,18,2.308349535,0,Psychiatric,Cardiovascular,0,70,73,0.958687089,0.896410076
F32,M17,F32 Depressive episode,M17 Gonarthrosis [arthrosis of knee],18765,29081,2348,483,1.765364118,3.80E-13,Psychiatric,Joint,0,724,1141,1,0.916627348
D50,F32,D50 Iron deficiency anaemia,F32 Depressive episode,13019,18765,1393,178,2.339478338,2.31E-13,Hematological,Psychiatric,0,540,675,1,0.880786546
F32,J22,F32 Depressive episode,J22 Unspecified acute lower respiratory infection,18765,11590,1457,187,2.748664001,4.00E-15,Psychiatric,Respiratory,0,643,627,0.999996775,0.999999957
F32,N80,F32 Depressive episode,N80 Endometriosis,18765,4999,420,55,1.837010727,7.88E-15,Psychiatric,Female genital organs,-1,68,297,1,5.31E-18
F32,I21;I22,F32 Depressive episode,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,18765,11771,857,154,1.591889804,6.77E-14,Psychiatric,Cardiovascular,0,292,411,1,0.890613564
F32,I25,F32 Depressive episode,I25 Chronic ischaemic heart disease,18765,36556,2925,613,1.749495141,4.54E-13,Psychiatric,Cardiovascular,0,1070,1242,1,1
A09,F32,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,F32 Depressive episode,10766,18765,1297,165,2.634093213,2.27E-13,Infectious,Psychiatric,-1,310,822,1,2.12E-22
