GenAge ID,symbol,name,organism,entrez gene id,avg lifespan change (max obsv),lifespan effect,longevity influence
1726,RPL29,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,850592,35,Increase,Anti-Longevity
1727,RPL34B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,854759,60,Increase,Anti-Longevity
1728,RPL39,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,853250,45,Decrease,Unannotated
1729,RPL43A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,856156,60,Decrease,Unannotated
1730,RPL43B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,853557,30,Increase,Anti-Longevity
1731,RPL7A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,852804,40,Increase,Anti-Longevity
1732,RPP1A,Ribosomal Protein P1 Alpha,Saccharomyces cerevisiae,851478,30,Decrease,Unannotated
1733,RPP2B,Ribosomal Protein P2 Beta,Saccharomyces cerevisiae,851990,55,Increase,Anti-Longevity
1734,FZF1,Five Zinc Fingers,Saccharomyces cerevisiae,852638,66,Increase,Anti-Longevity
1735,UGA3,Utilization of GAba,Saccharomyces cerevisiae,851384,75,Increase,Anti-Longevity
1736,URH1,URidine Hydrolase,Saccharomyces cerevisiae,852009,24,Increase,Anti-Longevity
1737,Rps6kb1,"ribosomal protein S6 kinase, polypeptide 1",Mus musculus,72508,19,Increase,Anti-Longevity
1738,Prkar2b,"protein kinase, cAMP dependent regulatory, type II beta",Mus musculus,19088,14,Increase,Anti-Longevity
1739,NDT80,Ndt80p,Saccharomyces cerevisiae,856524,,Increase,Pro-Longevity
1740,Spargel,Spargel,Drosophila melanogaster,40562,33,Increase,Pro-Longevity
1741,ttx-1,Protein TTX-1,Caenorhabditis elegans,180313,25,Decrease,Pro-Longevity
1742,DAP2,YHR028C,Saccharomyces cerevisiae,856423,19,Decrease,Unannotated
1743,OPT2,OligoPeptide Transporter 2,Saccharomyces cerevisiae,856324,23,Increase,Anti-Longevity
1744,RCR2,Resistance to Congo Red 2,Saccharomyces cerevisiae,851566,18,Increase,Anti-Longevity
1745,VPS20,Vacuolar Protein Sorting 20,Saccharomyces cerevisiae,855101,16,Decrease,Unannotated
1746,GTR1,GTp binding protein Resemblance 1,Saccharomyces cerevisiae,854918,36,Decrease,Unannotated
1747,FRE6,Ferric REductase 6,Saccharomyces cerevisiae,850675,14,Increase,Anti-Longevity
1748,YPQ1,Ypq1p,Saccharomyces cerevisiae,854061,36,Decrease,Unannotated
1749,utx-1,Protein UTX-1,Caenorhabditis elegans,181110,30,Increase,Anti-Longevity
1750,mfn-1,Protein MFN-1,Caenorhabditis elegans,174752,64,Increase,Anti-Longevity
1751,tdp-1,Protein TDP-1,Caenorhabditis elegans,174436,20,Increase,Anti-Longevity
1752,vang-1,Protein VANG-1,Caenorhabditis elegans,180579,40,Increase,Anti-Longevity
1753,hpl-2,Protein HPL-2,Caenorhabditis elegans,176506,17,Increase,Anti-Longevity
1754,nuo-6,Protein NUO-6,Caenorhabditis elegans,172438,73,Increase,Anti-Longevity
1755,rheb-1,Protein RHEB-1,Caenorhabditis elegans,176327,19.10000038,Increase,Anti-Longevity
1756,Ilp6,Insulin-like peptide 6,Drosophila melanogaster,31220,15.60000038,Increase,Pro-Longevity
1757,pme-1,Protein PME-1,Caenorhabditis elegans,266823,29,Increase,Anti-Longevity
1758,atx-3,Protein ATX-3,Caenorhabditis elegans,180049,50,Increase,Anti-Longevity
1759,cdc-48.1,Protein CDC-48.1,Caenorhabditis elegans,174624,50,Increase,Anti-Longevity
1760,php2,CCAAT-binding factor complex subunit Php2,Schizosaccharomyces pombe,2541161,,Increase,Anti-Longevity
1761,rpn-6.1,Protein RPN-6.1,Caenorhabditis elegans,175972,,Decrease,Pro-Longevity
1762,T23D8.3,Protein T23D8.3,Caenorhabditis elegans,172857,25.70000076,Increase,Anti-Longevity
1763,rps-14,Protein RPS-14,Caenorhabditis elegans,176006,16.60000038,Increase,Anti-Longevity
1764,lin-5,Protein LIN-5,Caenorhabditis elegans,174267,16.39999962,Increase,Anti-Longevity
1765,rnr-2,Protein RNR-2,Caenorhabditis elegans,175525,14.19999981,Increase,Anti-Longevity
1766,CELE_R02D3.3,Protein R02D3.3,Caenorhabditis elegans,176838,13,Increase,Anti-Longevity
1767,rps-12,Protein RPS-12,Caenorhabditis elegans,175786,11.60000038,Increase,Anti-Longevity
1768,emb-27,Protein EMB-27,Caenorhabditis elegans,174314,10.5,Increase,Anti-Longevity
1769,F09F7.3,Protein F09F7.3,Caenorhabditis elegans,175767,8.100000381,Increase,Anti-Longevity
1770,aps-1,Protein APS-1,Caenorhabditis elegans,178989,7.900000095,Increase,Anti-Longevity
1771,chn-1,Protein CHN-1,Caenorhabditis elegans,172303,7.099999905,Increase,Anti-Longevity
1772,mel-28,Protein MEL-28,Caenorhabditis elegans,175634,6.5,Increase,Anti-Longevity
1773,hmg-4,Protein HMG-4,Caenorhabditis elegans,176052,6.5,Increase,Anti-Longevity
1774,asb-1,Protein ASB-1,Caenorhabditis elegans,175605,6.400000095,Increase,Anti-Longevity
1775,rpb-8,Protein RPB-8,Caenorhabditis elegans,175660,6.400000095,Increase,Anti-Longevity
1776,rsr-1,Protein RSR-1,Caenorhabditis elegans,173013,6.099999905,Increase,Anti-Longevity
1777,C47D12.2,Protein C47D12.2,Caenorhabditis elegans,174789,5.5,Increase,Anti-Longevity
1778,gpd-3,Protein GPD-3,Caenorhabditis elegans,180601,5.300000191,Increase,Anti-Longevity
1779,rpa-1,Protein RPA-1,Caenorhabditis elegans,174238,5.099999905,Increase,Anti-Longevity
1780,nhr-23,Protein NHR-23,Caenorhabditis elegans,172460,4.900000095,Increase,Anti-Longevity
1781,pcf-11,Protein PCF-11,Caenorhabditis elegans,246008,18.89999962,Decrease,Pro-Longevity
1782,rpn-11,Protein RPN-11,Caenorhabditis elegans,173744,19.29999924,Decrease,Pro-Longevity
1783,cdtl-7,Protein CDTL-7,Caenorhabditis elegans,175559,22.20000076,Decrease,Pro-Longevity
1784,dpy-27,Protein DPY-27,Caenorhabditis elegans,175492,23.5,Decrease,Pro-Longevity
1785,gei-4,Protein GEI-4,Caenorhabditis elegans,175195,27,Decrease,Pro-Longevity
1786,pat-3,Protein PAT-3,Caenorhabditis elegans,175504,28.10000038,Decrease,Pro-Longevity
1787,rpt-1,Protein RPT-1,Caenorhabditis elegans,179641,28.39999962,Decrease,Pro-Longevity
1788,snap-1,Protein SNAP-1,Caenorhabditis elegans,179193,39.90000153,Decrease,Pro-Longevity
1789,snap-29,Protein SNAP-29,Caenorhabditis elegans,176233,48.59999847,Decrease,Pro-Longevity
1790,egl-27,Protein EGL-27,Caenorhabditis elegans,174121,17.89999962,Increase,Pro-Longevity
1791,Cbs,Cystathionine beta-synthase,Drosophila melanogaster,33081,43,Increase,Pro-Longevity
1792,tert,telomerase reverse transcriptase,Danio rerio,796551,60,Decrease,Pro-Longevity
1793,trpa-1,Protein TRPA-1,Caenorhabditis elegans,178118,33.5,Increase,Pro-Longevity
1794,Eif5a2,eukaryotic translation initiation factor 5A2,Mus musculus,208691,,Decrease,Anti-Longevity
1795,Cdc14b,CDC14 cell division cycle 14B,Mus musculus,218294,,,Pro-Longevity
1796,Mif,macrophage migration inhibitory factor,Mus musculus,17319,16,Increase,Anti-Longevity
1797,Dgat1,diacylglycerol O-acyltransferase 1,Mus musculus,13350,23,Increase,Anti-Longevity
1798,Gsta4,"glutathione S-transferase, alpha 4",Mus musculus,14860,13,Increase,Anti-Longevity
1799,Mt1,metallothionein 1,Mus musculus,17748,14,Increase,Pro-Longevity
1800,Fgf21,fibroblast growth factor 21,Mus musculus,56636,36,Increase,Pro-Longevity
1801,Trp73,transformation related protein 73,Mus musculus,22062,31,Decrease,Pro-Longevity
1802,Htra2,HtrA serine peptidase 2,Mus musculus,64704,,Decrease,Pro-Longevity
1803,mrps-5,Protein MRPS-5,Caenorhabditis elegans,179721,60,Increase,Anti-Longevity
1804,nkcc-1,Protein NKCC-1,Caenorhabditis elegans,3565648,23,Increase,Anti-Longevity
1805,mrpl-2,Protein MRPL-2,Caenorhabditis elegans,176903,54,Increase,Anti-Longevity
1806,mrpl-37,Protein MRPL-37,Caenorhabditis elegans,175001,41,Increase,Anti-Longevity
1807,Gsk3a,glycogen synthase kinase 3 alpha,Mus musculus,606496,,Decrease,Pro-Longevity
1808,NUDT1,nudix (nucleoside diphosphate linked moiety X)-type motif 1,Mus musculus,4521,16,Increase,Pro-Longevity
1809,Mtor,mechanistic target of rapamycin (serine/threonine kinase),Mus musculus,56717,20,Increase,Anti-Longevity
1810,Akt1,thymoma viral proto-oncogene 1,Mus musculus,11651,11.5,Increase,Anti-Longevity
1811,Ikbkb,inhibitor of kappaB kinase beta,Mus musculus,16150,23,Increase,Anti-Longevity
1812,Sqstm1,sequestosome 1,Mus musculus,18412,34,Decrease,Pro-Longevity
1813,Cdk7,cyclin-dependent kinase 7,Mus musculus,12572,,Decrease,Pro-Longevity
1814,Grn,granulin,Mus musculus,14824,,Decrease,Pro-Longevity
1815,Ncor2,nuclear receptor co-repressor 2,Mus musculus,20602,50,Decrease,Pro-Longevity
1816,Su(var)205,Suppressor of variegation 205,Drosophila melanogaster,34119,,Increase and Decrease,Pro-Longevity
1817,Stat92E,Signal-transducer and activator of transcription protein at 92E,Drosophila melanogaster,42428,33,Decrease,Pro-Longevity
1818,hop,hopscotch,Drosophila melanogaster,32080,,Increase and Decrease,Pro-Longevity
1819,ceh-23,Protein CEH-23,Caenorhabditis elegans,176096,25,Increase,Pro-Longevity
1820,ceh-20,Protein CEH-20,Caenorhabditis elegans,3565545,12,Decrease,Pro-Longevity
1821,lin-11,Protein LIN-11,Caenorhabditis elegans,172893,9,Decrease,Pro-Longevity
1822,nhr-77,Protein NHR-77,Caenorhabditis elegans,191726,7,Decrease,Pro-Longevity
1823,zfh-2,Protein ZFH-2,Caenorhabditis elegans,171670,45,Decrease,Pro-Longevity
1824,nhr-119,Protein NHR-119,Caenorhabditis elegans,187340,10,Decrease,Pro-Longevity
1825,ceh-37,Protein CEH-37,Caenorhabditis elegans,181530,8,Decrease,Pro-Longevity
1826,aha-1,Protein AHA-1,Caenorhabditis elegans,172889,10,Decrease,Pro-Longevity
1827,ets-9,Protein ETS-9,Caenorhabditis elegans,180702,23,Decrease,Pro-Longevity
1828,nhr-25,Protein NHR-25,Caenorhabditis elegans,181432,8,Decrease,Pro-Longevity
1829,nhr-265,Protein NHR-265,Caenorhabditis elegans,185603,4,Increase,Anti-Longevity
1830,ImpL2,Ecdysone-inducible gene L2,Drosophila melanogaster,38513,23,Increase,Pro-Longevity
1831,p38b,CG7393-PA,Drosophila melanogaster,34780,60,Decrease,Pro-Longevity
1832,Mpk2,CG5475-PA,Drosophila melanogaster,42866,40,Decrease,Pro-Longevity
1833,PODANSg7134,hypothetical protein,Podospora anserina,6194500,18,Increase,Anti-Longevity
1834,SOV1,Sov1p,Saccharomyces cerevisiae,855088,30,Increase,Anti-Longevity
1835,CBS1,Cbs1p,Saccharomyces cerevisiae,851491,37,Increase,Anti-Longevity
1836,SUV3,Suv3p,Saccharomyces cerevisiae,856078,25,Increase,Anti-Longevity
1837,CBP6,Cbp6p,Saccharomyces cerevisiae,852417,25,Increase,Anti-Longevity
1838,PET127,Pet127p,Saccharomyces cerevisiae,854182,35,Increase,Anti-Longevity
1839,PET309,Pet309p,Saccharomyces cerevisiae,850756,25,Increase,Anti-Longevity
1840,OSH6,oxysterol-binding protein OSH6,Saccharomyces cerevisiae,853872,23,Increase,Pro-Longevity
1841,HES1,Hes1p,Saccharomyces cerevisiae,854412,25,Decrease,Anti-Longevity
1842,C28H8.11,Protein C28H8.11,Caenorhabditis elegans,175836,15,Increase,Anti-Longevity
1843,park,parkin,Drosophila melanogaster,40336,28,Increase,Pro-Longevity
1844,xbp-1,Protein XBP-1,Caenorhabditis elegans,175541,,,Unannotated
1845,B0303.2,Protein B0303.2,Caenorhabditis elegans,176217,5,Increase,Anti-Longevity
1846,SNF1A,SNF1A/AMP-activated protein kinase,Drosophila melanogaster,43904,20,Increase,Pro-Longevity
1847,Rpi,Ribose-5-phosphate isomerase,Drosophila melanogaster,246599,38,Increase,Anti-Longevity
1848,Ghrh,growth hormone releasing hormone,Mus musculus,14601,46,Increase,Anti-Longevity
1849,aakg-2,Protein AAKG-2,Caenorhabditis elegans,181736,47,Increase,Pro-Longevity
1850,Ercc1,"excision repair cross-complementing rodent repair deficiency, complementation group 1",Mus musculus,13870,83,Decrease,Pro-Longevity
1851,Serpine1,"serine (or cysteine) peptidase inhibitor, clade E, member 1",Mus musculus,18787,,Increase,Anti-Longevity
1852,Rictor,"RPTOR independent companion of MTOR, complex 2",Mus musculus,78757,40,Decrease,Pro-Longevity
1853,SPBC16A3.08c,protein stm1,Schizosaccharomyces pombe,2539743,,Increase,Pro-Longevity
1854,CG42358,CG42358,Drosophila melanogaster,7354421,,Increase and Decrease,Anti-Longevity
1855,RCM1,Rcm1p,Saccharomyces cerevisiae,855709,,Increase,Anti-Longevity
1856,mug80,cyclin Clg1 (predicted),Schizosaccharomyces pombe,2540673,,Increase,Anti-Longevity
1857,pef1,Pho85/PhoA-like cyclin-dependent kinase Pef1,Schizosaccharomyces pombe,2539366,,Increase,Anti-Longevity
1858,dcr-1,Endoribonuclease dcr-1,Caenorhabditis elegans,176138,,Decrease,Pro-Longevity
1859,TCB3,Tcb3p,Saccharomyces cerevisiae,854903,18,Increase,Anti-Longevity
1860,SNA3,Sna3p,Saccharomyces cerevisiae,853290,27,Increase,Anti-Longevity
1861,PST2,Pst2p,Saccharomyces cerevisiae,851596,36,Increase,Anti-Longevity
1862,Atg5,autophagy related 5,Mus musculus,11793,17,Increase,Pro-Longevity
1863,ERO1,ER oxidoreductin,Saccharomyces cerevisiae,854909,28,Increase,Anti-Longevity
1864,MPD1,protein disulfide isomerase MPD1,Saccharomyces cerevisiae,854462,17,Increase,Anti-Longevity
1865,DER1,Der1p,Saccharomyces cerevisiae,852500,16,Increase,Anti-Longevity
1866,UBX2,Ubx2p,Saccharomyces cerevisiae,854995,24,Increase,Anti-Longevity
1867,ALG3,"dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase",Saccharomyces cerevisiae,852196,10,Increase,Anti-Longevity
1868,OST3,dolichyl-diphosphooligosaccharide--protein glycotransferase OST3,Saccharomyces cerevisiae,854252,20,Increase,Anti-Longevity
1869,BST1,Bst1p,Saccharomyces cerevisiae,850519,25,Increase,Anti-Longevity
1870,HCM1,Hcm1p,Saccharomyces cerevisiae,850429,30,Increase,Pro-Longevity
1871,Gdf15,growth differentiation factor 15,Mus musculus,23886,43,Increase,Pro-Longevity
1872,pch-2,Putative pachytene checkpoint protein 2,Caenorhabditis elegans,174313,22,Increase,Pro-Longevity
1873,ctbp-1,C-terminal-binding protein 1,Caenorhabditis elegans,180853,20,Increase,Anti-Longevity
1874,Mrp4,Multidrug resistance protein 4 ortholog,Drosophila melanogaster,41387,,Increase and Decrease,Pro-Longevity
1875,ndg-4,hypothetical protein,Caenorhabditis elegans,175582,71,Increase,Anti-Longevity
1876,Myc,myelocytomatosis oncogene,Mus musculus,17869,21,Increase,Anti-Longevity
1877,Ctf1,cardiotrophin 1,Mus musculus,13019,18,Increase,Anti-Longevity
1878,sesn-1,Sestrin homolog,Caenorhabditis elegans,171593,,Increase and Decrease,Pro-Longevity
1879,atf-6,ATF (cAMP-dependent transcription factor) family,Caenorhabditis elegans,181405,18,Increase,Anti-Longevity
1880,myo,myoglianin,Drosophila melanogaster,43811,25,Increase,Pro-Longevity
1881,lipl-4,LIPase Like,Caenorhabditis elegans,179046,55,Increase,Pro-Longevity
1882,lbp-8,Lipid Binding Protein,Caenorhabditis elegans,188761,30,Increase,Pro-Longevity
1883,RPS10B,ribosomal 40S subunit protein S10B,Saccharomyces cerevisiae,855270,,Increase,Anti-Longevity
1884,RCY1,Rcy1p,Saccharomyces cerevisiae,853226,,Increase,Anti-Longevity
1885,ALD6,aldehyde dehydrogenase (NADP(+)) ALD6,Saccharomyces cerevisiae,856044,,Increase,Anti-Longevity
1886,LSC1,succinate--CoA ligase (GDP-forming) subunit alpha,Saccharomyces cerevisiae,854310,,Decrease,Unannotated
1887,LSC2,succinate--CoA ligase (GDP-forming) subunit beta,Saccharomyces cerevisiae,853159,,Decrease,Unannotated
1888,STF1,Stf1p,Saccharomyces cerevisiae,851426,,Decrease,Unannotated
1889,UBP14,Ubp14p,Saccharomyces cerevisiae,852349,,Decrease,Unannotated
1890,AQR1,Aqr1p,Saccharomyces cerevisiae,855660,,,Unannotated
1891,CYB5,Cyb5p,Saccharomyces cerevisiae,855612,,,Unannotated
1892,NEW1,New1p,Saccharomyces cerevisiae,855875,,,Unannotated
1893,RRP8,25S rRNA (adenine645-N1)-methyltransferase,Saccharomyces cerevisiae,851656,,,Unannotated
1894,SPP1,Spp1p,Saccharomyces cerevisiae,855965,,,Unannotated
1895,YAK1,serine/threonine protein kinase YAK1,Saccharomyces cerevisiae,853300,,,Unannotated
1896,spr-3,Suppressor of presenilin protein 3,Caenorhabditis elegans,180722,26,Increase,Anti-Longevity
1897,pak-1,Serine/threonine-protein kinase pak-1,Caenorhabditis elegans,180873,50,Increase,Unannotated
1898,ND75,NADH:ubiquinone reductase 75kD subunit precursor,Drosophila melanogaster,31762,15,Increase,Anti-Longevity
1899,daw,dawdle,Drosophila melanogaster,33474,35.29999924,Increase,Anti-Longevity
1900,GlyP,Glycogen phosphorylase,Drosophila melanogaster,33386,17.10000038,Increase,Anti-Longevity
1901,Tsp42Ef,Tetraspanin 42Ef,Drosophila melanogaster,35615,18.20000076,Increase,Anti-Longevity
1902,dpp,decapentaplegic,Drosophila melanogaster,33432,28.89999962,Decrease,Pro-Longevity
1903,Mad,Mothers against dpp,Drosophila melanogaster,33529,22.20000076,Decrease,Pro-Longevity
1904,Smox,Smad on X,Drosophila melanogaster,31738,10,Increase,Anti-Longevity
1905,babo,baboon,Drosophila melanogaster,35900,16.38999939,Increase,Anti-Longevity
1906,let-418,Protein let-418,Caenorhabditis elegans,178970,25,Increase,Anti-Longevity
1907,mdl-1,MAD-Like,Caenorhabditis elegans,180942,16,Increase,Anti-Longevity
1908,Atg1,Autophagy-specific gene 1,Drosophila melanogaster,39454,25,Increase,Pro-Longevity
1909,CG11165,CG11165,Drosophila melanogaster,35751,54,Increase,Pro-Longevity
1910,Ilk,Integrin linked kinase,Drosophila melanogaster,53573,63,Increase,Anti-Longevity
1911,GRE3,trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+)),Saccharomyces cerevisiae,856504,100,Increase,Anti-Longevity
1912,fgt-1,Facilitated Glucose Transporter,Caenorhabditis elegans,173525,25,Increase,Anti-Longevity
1913,kra,krasavietz,Drosophila melanogaster,40680,25,Increase,Anti-Longevity
1914,ACH1,Ach1p,Saccharomyces cerevisiae,852266,,Decrease,Unannotated
1915,MPC1,Mpc1p,Saccharomyces cerevisiae,852800,,Decrease,Unannotated
1916,MCA1,Ca(2+)-dependent cysteine protease MCA1,Saccharomyces cerevisiae,854372,56,Increase,Pro-Longevity
1917,SET1,histone methyltransferase SET1,Saccharomyces cerevisiae,856519,29,Decrease,Unannotated
1918,DOT1,histone methyltransferase DOT1,Saccharomyces cerevisiae,852050,24,Decrease,Unannotated
1919,GlyS,Glycogen synthase,Drosophila melanogaster,41823,10,Increase,Anti-Longevity
1920,sptl-1,Serine Palmitoyl Transferase famiLy,Caenorhabditis elegans,173389,33,Increase,Anti-Longevity
1921,ttm-5,Putative sphingolipid delta(4)-desaturase/C4-hydroxylase,Caenorhabditis elegans,173327,40,Increase,Anti-Longevity
1922,cgt-2,Ceramide glucosyltransferase 2,Caenorhabditis elegans,181790,40,Increase,Anti-Longevity
1923,ppk23,pickpocket 23,Drosophila melanogaster,32731,4,Decrease,Anti-Longevity
1924,NPF,neuropeptide F,Drosophila melanogaster,42018,25,Decrease,Anti-Longevity
1925,ppk28,pickpocket 28,Drosophila melanogaster,32671,44,Increase,Anti-Longevity
1926,Trpv1,"transient receptor potential cation channel, subfamily V, member 1",Mus musculus,193034,15.89999962,Increase,Anti-Longevity
1927,CG2789,CG2789,Drosophila melanogaster,33231,27,Increase,Anti-Longevity
1928,inaE,inactivation no afterpotential E,Drosophila melanogaster,32343,73,Increase,Pro-Longevity
1929,rdgA,retinal degeneration A,Drosophila melanogaster,31826,44,Increase,Anti-Longevity
1930,dagl-2,DiAcylGlycerol Lipase homolog,Caenorhabditis elegans,3565075,13,Increase,Pro-Longevity
1931,dgk-5,Putative diacylglycerol kinase K06A1.6,Caenorhabditis elegans,174068,11,Increase,Anti-Longevity
1932,rec-8,hypothetical protein,Caenorhabditis elegans,178295,26,Increase,Anti-Longevity
1933,REC8,Rec8p,Saccharomyces cerevisiae,856115,20,Increase,Anti-Longevity
1934,REG1,protein phosphatase regulator REG1,Saccharomyces cerevisiae,851592,,Decrease,Unannotated
1935,TAT2,aromatic amino acid transmembrane transporter TAT2,Saccharomyces cerevisiae,854139,23,Increase,Anti-Longevity
1936,pash-1,PArtner of DroSHa (DRSH-1 interactor),Caenorhabditis elegans,172950,31,Decrease,Pro-Longevity
1937,hif-1,HIF (Hypoxia Inducible Factor) homologa,Caenorhabditis elegans,180359,34,Increase,Unclear
1938,atfs-1,Activating Transcription Factor associated with Stress,Caenorhabditis elegans,179922,26,Decrease,Anti-Longevity
1939,Y24D9A.8,Transaldolase,Caenorhabditis elegans,177202,25.60000038,Increase,Anti-Longevity
1940,letm-1,"LETM1 (Leucine zipper, EF-hand, TransMembrane mitochondrial protein) homolog",Caenorhabditis elegans,179854,21.10000038,Increase,Anti-Longevity
1941,let-630,hypothetical protein,Caenorhabditis elegans,172153,17.89999962,Increase,Anti-Longevity
1942,F02A9.4,"Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",Caenorhabditis elegans,176285,13.30000019,Increase,Anti-Longevity
1943,wah-1,Worm AIF (apoptosis inducing factor) Homolog,Caenorhabditis elegans,176635,12.69999981,Increase,Anti-Longevity
1944,Y54G9A.7,hypothetical protein,Caenorhabditis elegans,175017,12,Increase,Anti-Longevity
1945,lpd-9,LiPid Depleted,Caenorhabditis elegans,179477,10.19999981,Increase,Anti-Longevity
1946,timm-23,"Translocase, Inner Mitochondrial Membrane",Caenorhabditis elegans,173041,7.400000095,Decrease,Pro-Longevity
1947,E04A4.5,Probable mitochondrial import inner membrane translocase subunit Tim17,Caenorhabditis elegans,177242,7.699999809,Decrease,Pro-Longevity
1948,F45G2.8,Mitochondrial import inner membrane translocase subunit tim-16,Caenorhabditis elegans,176769,7.900000095,Decrease,Pro-Longevity
1949,dnj-21,Mitochondrial import inner membrane translocase subunit TIM14,Caenorhabditis elegans,172231,10.5,Decrease,Pro-Longevity
1950,tin-44,Probable mitochondrial import inner membrane translocase subunit tim-44,Caenorhabditis elegans,172302,11.10000038,Decrease,Pro-Longevity
1951,tomm-22,Translocase of Outer Mitochondrial Membrane,Caenorhabditis elegans,173436,14.5,Decrease,Pro-Longevity
1952,nhr-8,Nuclear hormone receptor family member nhr-8,Caenorhabditis elegans,177551,35,Decrease,Pro-Longevity
1953,Adra1a,"adrenergic receptor, alpha 1a",Mus musculus,11549,10,Increase,Pro-Longevity
1954,Adra1b,"adrenergic receptor, alpha 1b",Mus musculus,11548,11,Decrease,Anti-Longevity
1955,dm,diminutive,Drosophila melanogaster,31310,47,Decrease,Anti-Longevity
1956,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",Mus musculus,18033,33,Decrease,Pro-Longevity
1957,pat-10,Paralysed Arrest at Two-fold,Caenorhabditis elegans,172127,30,Increase,Pro-Longevity
1958,Ubd,ubiquitin D,Mus musculus,24108,20,Increase,Anti-Longevity
1959,hsp-12.6,Heat Shock Protein,Caenorhabditis elegans,177778,16,Decrease,Pro-Longevity
1960,sip-1,Stress-induced protein 1,Caenorhabditis elegans,176471,18,Decrease,Pro-Longevity
1961,gcy-18,Guanylyl CYclase,Caenorhabditis elegans,178237,25,Increase,Anti-Longevity
1962,fabp,fatty acid bindin protein,Drosophila melanogaster,3772232,81,Increase,Pro-Longevity
1963,CG13890,CG13890,Drosophila melanogaster,38100,31,Increase,Pro-Longevity
1964,drl-1,Dietary Restriction Like,Caenorhabditis elegans,3565236,60,Increase,Anti-Longevity
1965,MET17,bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase MET17,Saccharomyces cerevisiae,851010,100,Increase,Anti-Longevity
1966,ISW2,Isw2p,Saccharomyces cerevisiae,854480,24,Increase,Anti-Longevity
1967,ITC1,Itc1p,Saccharomyces cerevisiae,852744,18,Increase,Anti-Longevity
1968,DLS1,Dls1p,Saccharomyces cerevisiae,853381,20,Increase,Anti-Longevity
1969,DPB4,Dpb4p,Saccharomyces cerevisiae,851699,15,Decrease,Unannotated
1970,klf-1,Kruppel-Like Factor (zinc finger protein),Caenorhabditis elegans,175404,15,Increase,Pro-Longevity
1971,cth-1,CystaTHionine gamma lyase,Caenorhabditis elegans,180079,15,Decrease,Pro-Longevity
1972,cth-2,Putative cystathionine gamma-lyase 2,Caenorhabditis elegans,174155,25,Decrease,Pro-Longevity
1973,cbs-1,Cystathionine Beta-Synthase,Caenorhabditis elegans,181215,50,Increase,Pro-Longevity
1974,MET5,sulfite reductase (NADPH) subunit beta,Saccharomyces cerevisiae,853602,,Decrease,Unannotated
1975,MET14,adenylyl-sulfate kinase,Saccharomyces cerevisiae,853869,,Increase,Anti-Longevity
1976,MET16,phosphoadenylyl-sulfate reductase (thioredoxin),Saccharomyces cerevisiae,856296,,Increase,Anti-Longevity
1977,alh-6,ALdehyde deHydrogenase,Caenorhabditis elegans,173510,,Increase and Decrease,Pro-Longevity
1978,Rbm38,RNA binding motif protein 38,Mus musculus,56190,22,Decrease,Pro-Longevity
1979,Men,Malic enzyme,Drosophila melanogaster,47173,45,Increase,Pro-Longevity
1980,pbs-5,Proteasome subunit beta type,Caenorhabditis elegans,173334,25,Increase,Pro-Longevity
1981,rict-1,hypothetical protein,Caenorhabditis elegans,3565035,10,Increase,Unannotated
1982,par1,protein phosphatase regulatory subunit Par1,Schizosaccharomyces pombe,2539379,,Increase,Anti-Longevity
1983,SPAC1399.04c,uracil phosphoribosyltransferase (predicted),Schizosaccharomyces pombe,2542614,,Increase,Anti-Longevity
1984,sck2,serine/threonine protein kinase Sck2,Schizosaccharomyces pombe,2541867,,Increase,Anti-Longevity
1985,lys7,alpha-aminoadipate reductase phosphopantetheinyl transferase Lys7,Schizosaccharomyces pombe,2542118,,Increase,Anti-Longevity
1986,SPAC3A12.09c,urease accessory protein UreD (predicted),Schizosaccharomyces pombe,2543072,,Increase,Anti-Longevity
1987,ndk1,nucleoside diphosphate kinase Ndk1,Schizosaccharomyces pombe,2543111,,Increase,Anti-Longevity
1988,ksp1,serine/threonine protein kinase Ksp1 (predicted),Schizosaccharomyces pombe,2539653,,Increase,Anti-Longevity
1989,SPBC1D7.01,prefoldin subunit 1 (predicted),Schizosaccharomyces pombe,2540765,,Decrease,Unannotated
1990,SPBP4H10.16c,phosphatase activator (predicted),Schizosaccharomyces pombe,2541358,,Increase,Anti-Longevity
1991,pep7,prevacuole/endosomal FYVE tethering component Pep7 (predicted),Schizosaccharomyces pombe,2542423,,Decrease,Unannotated
1992,SPBC3H7.03c,alpha-ketoglutarate dehydrogenase,Schizosaccharomyces pombe,2540991,,Increase,Anti-Longevity
1993,ppr1,L-azetidine-2-carboxylic acid acetyltransferase,Schizosaccharomyces pombe,2541963,,Increase,Anti-Longevity
